"CrimeType","DateTime","CaseNumber","Description","PoliceBeat","Address","City","State"
"WEAPONS","2018-03-04 09:16:00","18-011304","POSSESS/MANUFACTURE/SELL DANGEROUS WEAPON","08X","600 23RD ST","Oakland","CA"
"ASSAULT","2018-05-03 12:24:00","18-022153","SHOOT AT INHABITED DWELLING/VEHICLE/ETC","34X","1400 89TH AV","Oakland","CA"
"VANDALISM","2018-03-03 00:00:00","18-011305","VANDALISM","19X","20TH AV & E 15TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-02 18:00:00","18-011306","VEHICLE THEFT - AUTO","28X","5400 BRANN ST","Oakland","CA"
"THEFT/LARCENY","2018-04-30 21:30:00","18-021847","THEFT","30X","1800 68TH AV","Oakland","CA"
"THEFT/LARCENY","2018-05-04 08:00:00","18-022337","BURGLARY-AUTO","07X","2500 MANDELA PKWY","Oakland","CA"
"THEFT/LARCENY","2018-05-04 09:00:00","18-022343","BURGLARY-AUTO","07X","2500 MANDELA PKWY","Oakland","CA"
"ASSAULT","2018-05-04 11:45:00","18-022355","BATTERY","32X","1700 103RD AV","Oakland","CA"
"THEFT/LARCENY","2018-05-01 11:30:00","18-022468","THEFT","31Y","8500 ENTERPRISE WY","Oakland","CA"
"THEFT/LARCENY","2018-05-03 18:00:00","18-022300","BURGLARY-AUTO","07X","1000 26TH ST","Oakland","CA"
"VANDALISM","2018-05-04 22:00:00","18-022530","VANDALISM (AMENDED)","30X","7800 OLIVE ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-04 20:00:00","18-022536","VEHICLE THEFT - AUTO","21Y","2400 COOLIDGE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-02 20:00:00","18-017922","VEHICLE THEFT - AUTO","19X","1200 23RD AV","Oakland","CA"
"ASSAULT","2018-05-03 01:41:00","18-022063","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","33X","9100 G ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-03 00:45:00","18-011108","VEHICLE THEFT - AUTO","32X","1900 109TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-02 21:00:00","18-011110","VEHICLE THEFT - AUTO","02X","1100 5TH ST","Oakland","CA"
"ASSAULT","2018-03-03 01:30:00","18-011111","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","03Y","400 7TH ST","Oakland","CA"
"BURGLARY","2018-04-05 15:00:00","18-017407","BURGLARY-FORCIBLE ENTRY","28X","2900 MORCOM AV","Oakland","CA"
"ASSAULT","2018-03-03 02:06:00","18-011112","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","08X","2400 TELEGRAPH AV","Oakland","CA"
"ROBBERY","2018-03-03 22:40:00","18-011251","ROBBERY-FIREARM","26X","5400 INTERNATIONAL BLVD","Oakland","CA"
"ROBBERY","2018-03-03 22:15:00","18-011252","ROBBERY-FIREARM","31Y","9800 LYNDHURST ST","Oakland","CA"
"ASSAULT","2018-03-03 13:00:00","18-011254","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","27Y","1400 56TH AV","Oakland","CA"
"THEFT/LARCENY","2018-05-01 15:00:00","18-022003","BURGLARY-AUTO","19X","100 E 12TH ST","Oakland","CA"
"DUI","2018-05-03 12:18:00","18-022154","DUI ALCOHOL/DRUGS","23X","FRUITVALE AV & INTERNATIONAL BLVD","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-05-03 12:00:00","18-022156","POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE","34X","8400 HOLLY ST","Oakland","CA"
"ASSAULT","2018-05-04 13:59:00","18-022359","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","27X","1400 HIGH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-03 22:00:00","18-022302","VEHICLE THEFT - AUTO","07X","1200 32ND ST","Oakland","CA"
"ASSAULT","2018-05-04 13:58:00","18-022361","ASSAULT WITH FIREARM ON PERSON","34X","8800 INTERNATIONAL BLVD","Oakland","CA"
"DISTURBING THE PEACE","2018-05-03 22:00:00","18-022307","DISTURB THE PEACE","31Z","10900 ROBLEDO DR","Oakland","CA"
"ROBBERY","2018-05-04 15:25:00","18-022391","ROBBERY-KNIFE OR CUTTING INSTRUMENT","06X","2400 MARTIN LUTHER KING JR W","Oakland","CA"
"THEFT/LARCENY","2018-04-04 18:30:00","18-017613","GRAND THEFT","09X","4000 PIEDMONT AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-01 22:00:00","18-022275","VEHICLE THEFT - AUTO","32Y","2600 109TH AV","Oakland","CA"
"BURGLARY","2018-04-05 03:34:00","18-017832","BURGLARY-FORCIBLE ENTRY","02Y","1600 12TH ST","Oakland","CA"
"ASSAULT","2018-05-01 05:30:00","18-021896","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","26Y","900 75TH AV","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-03 02:42:00","18-011114","POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","21X","2000 23RD AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-01 21:30:00","18-021901","VEHICLE THEFT - AUTO","21X","2300 E 17TH ST","Oakland","CA"
"ROBBERY","2018-03-03 02:15:00","18-011115","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","31Y","8400 EDES AV","Oakland","CA"
"ASSAULT","2018-02-21 12:00:00","18-009758","BATTERY","08X","400 29TH ST","Oakland","CA"
"THEFT/LARCENY","2018-05-03 06:13:00","18-022077","BURGLARY-AUTO","19X","1200 EMBARCADERO","Oakland","CA"
"BURGLARY","2018-03-31 12:00:00","18-017470","BURGLARY-FORCIBLE ENTRY","12Y","5800 KEITH AV","Oakland","CA"
"ASSAULT","2018-05-03 13:20:00","18-022161","BATTERY","05X","2200 SAN PABLO AV","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-05-03 14:23:00","18-022166","POSSESS NARCOTIC CONTROLLED SUBSTANCE","07X","2700 MARKET ST","Oakland","CA"
"ROBBERY","2018-05-03 14:20:00","18-022169","ROBBERY-FIREARM","03Y","1200 BROADWAY","Oakland","CA"
"THEFT/LARCENY","2018-02-21 06:00:00","18-009877","BURGLARY-AUTO","03X","400 8TH ST","Oakland","CA"
"ASSAULT","2018-05-03 14:38:00","18-022172","BATTERY","06X","600 23RD ST","Oakland","CA"
"THEFT/LARCENY","2018-05-04 16:37:00","18-022394","RECEIVE/ETC KNOWN STOLEN PROPERTY","34X","AUSEON AV & INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-05-04 16:58:00","18-022397","BATTERY","03Y","700 WASHINGTON ST","Oakland","CA"
"ASSAULT","2018-05-04 18:16:00","18-022402","BATTERY","07X","2200 MYRTLE ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-03 15:00:00","18-022353","VEHICLE THEFT - AUTO","12Y","5600 MILES AV","Oakland","CA"
"DISTURBING THE PEACE","2018-05-04 17:02:00","18-022403","DISTURB THE PEACE","31Y","600 CLARA ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-04 13:00:00","18-022405","VEHICLE THEFT - AUTO","13Z","6200 MORAGA AV","Oakland","CA"
"ASSAULT","2018-05-04 20:00:00","18-022568","BATTERY","18X","1700 E 20TH ST","Oakland","CA"
"THEFT/LARCENY","2018-04-04 13:14:00","18-017851","THEFT","32Y","2800 99TH AV","Oakland","CA"
"ASSAULT","2018-03-03 22:00:00","18-011347","BATTERY W/SERIOUS BODILY INJURY","03X","200 12TH ST","Oakland","CA"
"ASSAULT","2018-03-04 11:50:00","18-011320","BATTERY","03X","900 FALLON ST","Oakland","CA"
"ASSAULT","2018-03-04 01:02:00","18-011267","EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","17X","PARK BLVD & E 19TH ST","Oakland","CA"
"THEFT/LARCENY","2018-05-03 18:00:00","18-022865","BURGLARY-AUTO","23X","4000 ALAMEDA AV","Oakland","CA"
"ASSAULT","2018-03-04 12:18:00","18-011322","THREAT CRIME:INT:TERRORIZE","35X","2300 84TH AV","Oakland","CA"
"ASSAULT","2018-03-03 19:30:00","18-011270","BATTERY","31Y","8800 SAN LEANDRO ST","Oakland","CA"
"THEFT/LARCENY","2018-02-21 15:10:00","18-009918","THEFT","27Y","6400 INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-03-04 11:30:00","18-011323","THEFT","34X","2000 83RD AV","Oakland","CA"
"THEFT/LARCENY","2018-04-03 00:00:00","18-018182","THEFT","26Y","1100 76TH AV","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-04 07:05:00","18-011295","POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","19X","1900 EMBARCADERO","Oakland","CA"
"THEFT/LARCENY","2018-02-22 18:00:00","18-009925","THEFT","01X","500 5TH ST","Oakland","CA"
"ASSAULT","2018-05-04 23:30:00","18-023021","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","04X","2000 TELEGRAPH AV","Oakland","CA"
"ASSAULT","2018-04-11 07:30:00","18-018158","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","17X","1600 11TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-03 21:00:00","18-011352","VEHICLE THEFT - AUTO","20X","2300 INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-05-01 10:00:00","18-905610","BURGLARY-AUTO","03Y","1200 MARTIN LUTHER KING JR W","Oakland","CA"
"THEFT/LARCENY","2018-05-01 07:30:00","18-022499","THEFT","35Y","11100 LOCHARD ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-03 22:20:00","18-011272","VEHICLE THEFT - OTHER VEHICLES","04X","1400 LAKESIDE DR","Oakland","CA"
"ASSAULT","2018-03-04 20:50:00","18-011380","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","23X","3200 INTERNATIONAL BLVD","Oakland","CA"
"BURGLARY","2018-03-04 14:00:00","18-011384","BURGLARY-FORCIBLE ENTRY","77X","900 63RD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-03 19:00:00","18-011385","VEHICLE THEFT - AUTO","25Y","13600 SKYLINE BLVD","Oakland","CA"
"THEFT/LARCENY","2018-03-04 02:00:00","18-011387","GRAND THEFT","21Y","2900 NICOL AV","Oakland","CA"
"THEFT/LARCENY","2018-03-03 13:00:00","18-011388","BURGLARY-AUTO","17Y","1200 E 21ST ST","Oakland","CA"
"ASSAULT","2018-04-30 00:00:00","18-022447","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","06X","600 W MACARTHUR BLVD","Oakland","CA"
"THEFT/LARCENY","2018-05-01 18:00:00","18-022514","THEFT","35X","8300 GOLF LINKS RD","Oakland","CA"
"ROBBERY","2018-03-04 22:00:00","18-011390","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","34X","8500 INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-03-04 08:24:00","18-011299","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","35X","9300 LAWLOR ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-03 06:00:00","18-023015","VEHICLE THEFT - AUTO","18Y","2800 22ND AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-04 02:59:00","18-011274","VEHICLE THEFT - AUTO","30X","7500 BANCROFT AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-04 03:20:00","18-011302","VEHICLE THEFT - AUTO","19X","1700 EMBARCADERO","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-04 10:09:00","18-011308","POSSESS CONTROLLED SUBSTANCE FOR SALE","26Y","1200 SEMINARY AV","Oakland","CA"
"THEFT/LARCENY","2018-05-04 20:30:00","18-022721","THEFT","12X","5000 TELEGRAPH AV","Oakland","CA"
"BURGLARY","2018-03-03 15:00:00","18-011309","BURGLARY-FORCIBLE ENTRY","22X","3400 CHAMPION ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-03 21:00:00","18-018665","VEHICLE THEFT - AUTO","77X","900 83RD AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-03 19:00:00","18-011310","VEHICLE THEFT - AUTO","12X","300 42ND ST","Oakland","CA"
"ASSAULT","2018-03-04 11:07:00","18-011312","BATTERY","29X","5900 FOOTHILL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-04-05 00:00:00","18-018629","GRAND THEFT","06X","800 31ST ST","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-03-03 23:43:00","18-011261","POSSESS CONTROLLED SUBSTANCE","05X","900 21ST ST","Oakland","CA"
"THEFT/LARCENY","2018-04-04 00:00:00","18-018049","THEFT","25X","3700 35TH AV","Oakland","CA"
"ASSAULT","2018-04-01 00:00:00","18-018072","BATTERY","29X","3400 64TH AV PL","Oakland","CA"
"DISTURBING THE PEACE","2018-05-03 00:00:00","18-023435","DISTURB THE PEACE","24Y","2700 HIGH ST","Oakland","CA"
"ASSAULT","2018-04-27 02:30:00","18-021036","BATTERY","18Y","2200 22ND ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-03 18:00:00","18-011316","VEHICLE THEFT - AUTO","77X","400 WESTLEY AV","Oakland","CA"
"ASSAULT","2018-03-04 11:49:00","18-011317","THREAT CRIME:INT:TERRORIZE","03Y","400 7TH ST","Oakland","CA"
"ASSAULT","2018-03-04 11:10:00","18-011318","ATTEMPTED MURDER-STRONG-ARM","26Y","900 66TH AV","Oakland","CA"
"ASSAULT","2018-05-04 08:00:00","18-023468","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","03Y","400 7TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-03 14:40:00","18-022632","VEHICLE THEFT - AUTO","31Y","8400 SAN LEANDRO ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-04 20:00:00","18-022596","VEHICLE THEFT - AUTO","21Y","CAPP ST & SCHYLER ST","Oakland","CA"
"ASSAULT","2018-03-04 02:34:00","18-011277","BATTERY","20X","2400 INTERNATIONAL BLVD","Oakland","CA"
"ROBBERY","2018-03-04 02:30:00","18-011278","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","26Y","1300 80TH AV","Oakland","CA"
"THEFT/LARCENY","2018-05-04 06:30:00","18-022794","THEFT","26X","1200 50TH AV","Oakland","CA"
"ASSAULT","2018-03-04 03:22:00","18-011281","SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC","06X","900 BROCKHURST ST","Oakland","CA"
"ASSAULT","2018-03-04 03:16:00","18-011282","BATTERY","30Y","2700 RITCHIE ST","Oakland","CA"
"THEFT/LARCENY","2018-03-04 03:29:00","18-011285","THEFT","19X","500 INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-03-04 03:54:00","18-011286","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","02Y","11TH ST & PINE ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-02-19 00:00:00","18-009912","VEHICLE THEFT - AUTO","34X","9500 OLIVE ST","Oakland","CA"
"ROBBERY","2018-03-04 06:12:00","18-011293","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","05X","W GRAND AV & SAN PABLO AV","Oakland","CA"
"THEFT/LARCENY","2018-05-03 18:00:00","18-022816","BURGLARY-AUTO","24Y","2600 35TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-03 20:00:00","18-011265","VEHICLE THEFT - AUTO","31Y","300 BURLWOOD AV","Oakland","CA"
"THEFT/LARCENY","2018-05-03 08:05:00","18-905612","THEFT","19X","1700 EMBARCADERO COVE","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-05-04 23:30:00","18-022621","VEHICLE THEFT - AUTO","04X","1700 TELEGRAPH AV","Oakland","CA"
"DISTURBING THE PEACE","2018-05-03 00:00:00","18-022848","DISTURB THE PEACE","26Y","900 76TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-02-21 05:30:00","18-010048","VEHICLE THEFT - AUTO","13Z","6000 JOHNSTON DR","Oakland","CA"
"THEFT/LARCENY","2018-04-05 19:00:00","18-018127","THEFT","22X","1900 ROSECREST DR","Oakland","CA"
"THEFT/LARCENY","2018-04-05 17:00:00","18-018391","GRAND THEFT","06X","800 31ST ST","Oakland","CA"
"ASSAULT","2018-03-04 13:20:00","18-011334","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","12X","500 48TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-16 21:30:00","18-013629","VEHICLE THEFT - AUTO","27Y","6200 HARMON AV","Oakland","CA"
"ASSAULT","2018-03-16 01:39:00","18-013662","EXHIBIT FIREARM","20X","2600 INTERNATIONAL BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-16 18:30:00","18-013636","VEHICLE THEFT - AUTO","26Y","6900 SAN LEANDRO ST","Oakland","CA"
"BURGLARY","2018-03-16 21:30:00","18-013638","BURGLARY-FORCIBLE ENTRY","19X","1600 E 12TH ST","Oakland","CA"
